Model,Round,Feature,MeanDeltaLogLoss,StdDeltaLogLoss,BaseLogLoss,n
catboost,E8,d_Momentum,0.12130798982931375,0.018429522333896664,0.2118429632322494,128
catboost,E8,d_OffEFG,0.06759900143332456,0.010059721950560463,0.2118429632322494,128
catboost,E8,d_DefEFG,0.05322184615531853,0.007154448429466538,0.2118429632322494,128
catboost,E8,d_Seed,0.33059167343058365,0.0424617986823397,0.2118429632322494,128
catboost,F4,d_AdjEM,0.5735682082279359,0.09464310110081253,0.16574954020415253,64
catboost,F4,d_AdjO,0.09347430043025166,0.024885361155751996,0.16574954020415253,64
catboost,F4,d_AdjD,0.08354063167420343,0.018823565983236527,0.16574954020415253,64
catboost,F4,d_AdjT,0.025846900916864767,0.005978544542024407,0.16574954020415253,64
catboost,F4,d_Luck,0.1622702998238664,0.04193462942161789,0.16574954020415253,64
catboost,F4,d_SOS-AdjEM,0.14901449602622427,0.028617962192623594,0.16574954020415253,64
catboost,F4,d_NCSOS-AdjEM,0.04080436173358876,0.009720860374573094,0.16574954020415253,64
catboost,F4,d_Momentum,0.036563042025826914,0.01326191725261909,0.16574954020415253,64
catboost,F4,d_OffEFG,0.02812636408797842,0.007579651341679408,0.16574954020415253,64
catboost,F4,d_DefEFG,0.029453817255784807,0.010234100761326687,0.16574954020415253,64
catboost,F4,d_Seed,0.19415680944563493,0.06866282747716265,0.16574954020415253,64
catboost,NCG,d_AdjEM,0.5196305734693751,0.11981952185452972,0.14556696950241202,32
catboost,NCG,d_AdjO,0.08618976281640187,0.026417080371389002,0.14556696950241202,32
catboost,NCG,d_AdjD,0.056685699555290375,0.01787544443474471,0.14556696950241202,32
catboost,NCG,d_AdjT,0.03297116530344093,0.008346868856414516,0.14556696950241202,32
catboost,NCG,d_Luck,0.19295775693040534,0.06793279294824003,0.14556696950241202,32
catboost,NCG,d_SOS-AdjEM,0.14373823177258177,0.040162009990288926,0.14556696950241202,32
catboost,NCG,d_NCSOS-AdjEM,0.05510956180491451,0.012649744327111957,0.14556696950241202,32
catboost,NCG,d_Momentum,0.053265060010694136,0.024983574979066236,0.14556696950241202,32
catboost,NCG,d_OffEFG,0.037391036393864235,0.012818744181007882,0.14556696950241202,32
catboost,NCG,d_DefEFG,0.027222424564258753,0.008178406532660065,0.14556696950241202,32
catboost,NCG,d_Seed,0.016847096698237977,0.025407237033846532,0.14556696950241202,32
